,Systemnummer,MMS-ID,Volltext,Barcode,Verfasser ; GND-ID,Werktitel,Reihentitel ; Bandzählung,Haupttitel ; Titelzusatz ; Verantwortlichkeitsangabe,Bandzählung ; Titel des Bandes,Ausgabe,Verlagsort,Verlagsort normiert ; GND-ID,Druckort normiert ; GND-ID,Verleger und Drucker,Verleger normiert ; GND-ID,Drucker normiert ; GND-ID,Erscheinungsjahr,Erscheinungsjahr Sortierform,Kollation,Illustrationen,Anzahl Illustrationen,Anzahl Karten,Format,Anm. zu Illustrationen,Bibliografie,Anmerkungen,Anm. zu Kollation,Sprache,Originalsprache,Bemerkung zur Sprache,Standardnummer,Weitere Verfasser ; GND-ID,Herausgeber ; GND-ID,Übersetzer ; GND-ID,Beiträger ; GND-ID,Weitere Beteiligte ; GND-ID,Illustratoren ; GND-ID,Widmender ; GND-ID,Widmungsempfänger ; GND-ID,Art des Inhalts,Inhalt,Werke in Relation,Schlagworte,Marker,Zusammenstellung,Signatur,Standort,VD17
AC10134416,AC10134416,990032966450603338,"http://data.onb.ac.at/ABO/%2BZ148214904;
http://data.onb.ac.at/ABO/%2BZ15632410X","Z148214904;
Z15632410X","Montagu, Mary Wortley ; http://d-nb.info/gnd/118736701",,,"Letters Of the Right Honourable Lady M-y W-y M-e: Written during her Travels in Europe, Asia and Africa, To Persons of Distinction, Men of Letters, etc. in different Parts of Europe $ Which Contain, Among other Curious Relations, Accounts of the Policy and Manners of the Turks : Drawn from Sources that have been inaccessible to other Travellers : Complete In One Volume",,,Berlin,,,Sold by August Mylius,,,M DCC XC,1790,"2 ungezählte Seiten, VIII Seiten, 381 Seiten, 1 ungezähltes Blatt Frontispiz",1 Illustration Frontispiz,1,,8°,"Die Illustration ist ein Frontispiz, von D. Chodwiecki gezeichnet und graviert.","Bibliografischer Nachweis: Chatzipanagioti-Sangmeister, 0684",,,eng,,,,,,,,,"Chodowiecki, Daniel ; http://d-nb.info/gnd/118520512",,,Reisebericht,,,Reise ; Aufsatzsammlung,,,48.Y.11 PRUNK $ 264370-A MAG,ZALT $ ZFID,
AC10134415,AC10134415,990032966440603338,http://data.onb.ac.at/ABO/%2BZ220601702,Z220601702,"Montagu, Mary Wortley ; http://d-nb.info/gnd/118736701",,,"Letters Of the Right Honourable Lady M-y W-y M-e: $ Written during her Travels in Europe, Asia, And Africa, To Persons of Distinction, Men of Letters, &c. in different Parts of Europe : Which Contain, Among other Curious Relations, Accounts of the Policy and Manners of the Turks : Drawn from Sources that have been inaccessible to other Travellers : Complete In One Volume",,,Berlin,,,Sold by August Mylius,,,M DCC LXXXI,1781,"VIII Seiten, 381 Seiten, 1 ungezähltes Blatt Frontispiz",1 Illustration Frontispiz,1,,8°,"Die Illustration ist ein Frontispiz, von D. Chodowiecki gezeichnet und graviert.",Brief 1-58.,"Bibliografischer Nachweis: Chatzipanagioti-Sangmeister, 0677",,eng,,,,,,,,,"Chodowiecki, Daniel ; http://d-nb.info/gnd/118520512",,,Reisebericht,,,Reise ; Aufsatzsammlung,,,687805-A MAG $ 288136-A MAG,ZALT $ ZFID,
AC12128098,AC12128098,990046751400603338,http://data.onb.ac.at/ABO/%2BZ203647300,Z203647300,"Montague, Lady Mary Wortley","Letters Of the Right Honourable Lady M---y W----y M-----e: Written, during her Travels in Europe, Asia And Africa, To Persons of Distinction, Men of Letters, &c. in different Parts of Europe.",,"Letters Of the Right Honourable Lady M---y W----y M-----e: Written, during her Travels in Europe, Asia And Africa, To Persons of Distinction, Men of Letters, &c. in different Parts of Europe. $ Which Contain, Among other Curious Relations, Accounts of the Policy, and Manners of the Turks; Drawn from Sources that have been inaccessible to other Travellers.",Vol. III.,A New Edition,London,London ; http://d-nb.info/gnd/4074335-4,,Printed for T. Becket and P.A. de Hondt,Thomas Becket and Peter Abraham De Hondt,,MDCCLXVII.,1767,"4 ungezählte Seiten, 230 Seiten",,,,8°,"Bibliografischer Nachweis: Chatzipanagioti-Sangmeister, 0664",,,,eng,,,,,,,,,,,,Reisebericht,,,Reise ; Aufsatzsammlung,,,215029-A.3 MAG,ZALT,
AC08413513,AC08413513,9958690965503338,http://data.onb.ac.at/ABO/%2BZ16787880X,Z16787880X,"Russell, Alexander",,,"<<The>> Natural History Of Aleppo, And Parts Adjacent $ Containing A Description of the City, and the Principal Natural Productions in its Neighbourhood ; Together With An Account of the Climate, Inhabitants, and Diseases ; particulary of the Plague, with the Methods used by the Europeans for their Preservation $ By Alex. Russell, M. D.",,,London,London ; http://d-nb.info/gnd/4074335-4,,Printed for A. Millar,"Millar, Andrew ; http://d-nb.info/gnd/1037538544",,MDCCCLVI [1756],1756,"VIII, 266 Seiten, 10 ungezählte Seiten, XVI gefaltete Blätter Bildtafeln",16 Illustrationen,16,,4°,"Die Illustrationen sind 16 Kupferstich-Illustrationen (gezeichnet von Georg Dionys Ehret, gestochen von J. S. Müller, J. Mynde und J. J. Perry). - Fußnoten ; Vignetten","Bibliografischer Nachweis: Chatzipanagioti-Sangmeister, 0892. - KVK, BSB",Seite [III]: Widmung des Verfassers an Alexander Drummond,,eng,,,,,,,,,"Ehret, Georg Dionysius ; http://d-nb.info/gnd/118529307 $ Miller, John ; http://d-nb.info/gnd/129178829 $ Mynde, James ; http://d-nb.info/gnd/1050485866 $ Perry, J. J.","Russell, Alexander","Drummond, Alexander",,,,,,,69.H.22 PRUNK,ZALT,
AC14492092,AC14492092,990057705460603338,http://data.onb.ac.at/ABO/%2BZ26006700X,Z26006700X,"Harris, John ; http://d-nb.info/gnd/1051409462","Navigantium atque Itinerantium Bibliotheca Or, A Complete Collection Of Voyages and Travels",,"Navigantium atque Itinerantium Bibliotheca Or, A Complete Collection Of Voyages and Travels $ Consisting Of Above Six hundred of the most Authentic Writers, Beginning With Hackluit, Purchass, &c. in English; Ramusio, Alamandini, Carreri, &c. in Italian; Thevenot, Renaudot, Labt, &c. in French; De Brye, Grynæus, Maffeus, &c. in Latin; Herrera, Oviedo, Correal, &c. in Spanish; And the Voyages under the Direction of the East-India Company in Holland, in Dutch : Together with such Other Histories, Voyages, Travels, or Discoveries, As are in General Esteem; Whether published in English, Latin, French, Italian, Spanish, Portugese, High and Low Dutch, or in any other European Language : Containing whatever has been observed worthy of Notice in Europe, Asia, Africa, and America; In Respect To The Extent and Situation of Empires, Kingdoms, Provinces, &c. : The Climate, Soil, Produce, whether Animal, Vegetable, or Mineral, of Each Country: Likewise The Religion, Manners, and Customs of the several Inhabitants, their Government, Arts and Sciences, Public Buildings, Mountains, Rivers, Harbours, &c. : Illustrated By Proper Charts, Maps, and Cuts. : To Which Is Prefixed, A Copious Introduction, comprehending the Rise and Proress of the Art of Navigation, and its successive Improvements; together with the Invention and Use of the Loadstone, and its Variation. : Originally published in Two Volumes in Folio : Now Carefully Revised, With Large Additions, and Continued down to the Present Time; Including Particular Accounts of the Manufactures and Commerce of Each Country $ By John Harris, D.D. and F.R.S.",Vol. I.,,London,,,Printed for T. Osborne $ H. Whitridge $ C. Bathurst $ H. Woodfall $ A. Millar $ J. Fuller $ B. Dod $ J. Hinton $ J. Rivington $ R. Baldwin $ L. Hawes $ W. Clarke and R. Collins $ W. Johnston $ T. Longman $ B. Law $ C. Rivington $ G. Kearsly,"Osborne, Thomas ; http://d-nb.info/gnd/122162471 $ Whitridge, H. $ Bathurst, Charles ; http://d-nb.info/gnd/1037569784 $ Woodfall, H. $ Millar, Andrew ; http://d-nb.info/gnd/1037538544 $ Dod, B. $ Hinton, J. $ Rivington, J. $ Baldwin, R. $ Hawes, L. $ Clarke, W. $ Collins, R. $ Johnston, W. $ Longman, T. $ Law, B. $ Rivington, C. $ Kearsly, G. $ Fuller, J.",,M.DCC.LXIV.,1764,"10 ungezählte Seiten, XVI Seiten, 4 ungezählte Seiten, 984 Seiten, 17 ungezählte Blätter Bildtafeln, 11 ungezählte Blätter Karten","17 Bildtafeln, 11 Karten",,11,2°,Die Illustrationen sind: 11 Karten von Emanuel Bowen und von Thomas Kitchin illustriert. 17 Bildtafeln von anonymem Autor.,,,,eng,,,,,,,,,"Bowen, Emanuel $ Kitchin, Thomas",,,Reisebericht,,,Reise ; Schiffsreise,,,52820-D.1 MAG,ZKAR,
AC14492102,AC14492102,990057705480603338,http://data.onb.ac.at/ABO/%2BZ260067102,Z260067102,"Harris, John ; http://d-nb.info/gnd/1051409462","Navigantium atque Itinerantium Bibliotheca Or, A Complete Collection Of Voyages and Travels",,"Navigantium atque Itinerantium Bibliotheca Or, A Complete Collection Of Voyages and Travels $ Consisting Of Above Six hundred of the most Authentic Writers, Beginning With Hackluit, Purchass, &c. in English; Ramusio, Alamandini, Carreri, &c. in Italian; Thevenot, Renaudot, Labt, &c. in French; De Brye, Grynæus, Maffeus, &c. in Latin; Herrera, Oviedo, Correal, &c. in Spanish; And the Voyages under the Direction of the East-India Company in Holland, in Dutch : Together with such Other Histories, Voyages, Travels, or Discoveries, As are in General Esteem; Whether published in English, Latin, French, Italian, Spanish, Portugese, High and Low Dutch, or in any other European Language : Containing whatever has been observed worthy of Notice in Europe, Asia, Africa, and America; In Respect To The Extent and Situation of Empires, Kingdoms, Provinces, &c. : The Climate, Soil, Produce, whether Animal, Vegetable, or Mineral, of Each Country: Likewise The Religion, Manners, and Customs of the several Inhabitants, their Government, Arts and Sciences, Public Buildings, Mountains, Rivers, Harbours, &c. : Illustrated By Proper Charts, Maps, and Cuts. : To Which Is Prefixed, A Copious Introduction, comprehending the Rise and Proress of the Art of Navigation, and its successive Improvements; together with the Invention and Use of the Loadstone, and its Variation. : Originally published in Two Volumes in Folio : Now Carefully Revised, With Large Additions, and Continued down to the Present Time; Including Particular Accounts of the Manufactures and Commerce of Each Country $ By John Harris, D.D. and F.R.S.",Vol. II.,,London,,,Printed for T. Osborne $ H. Whitridge $ C. Bathurst $ H. Woodfall $ A. Millar $ J. Fuller $ B. Dod $ J. Hinton $ J. Rivington $ R. Baldwin $ L. Hawes $ W. Clarke and R. Collins $ W. Johnston $ T. Longman $ B. Law $ C. Rivington $ G. Kearsly,"Kearsly, G. $ Rivington, C. $ Law, B. $ Longman, T. $ Johnston, W. $ Collins, R. $ Clarke, W. $ Hawes, L. $ Baldwin, R. $ Rivington, J. $ Hinton, J. $ Dod, B. $ Millar, Andrew ; http://d-nb.info/gnd/1037538544 $ Woodfall, H. $ Bathurst, Charles ; http://d-nb.info/gnd/1037569784 $ Whitridge, H. $ Osborne, Thomas ; http://d-nb.info/gnd/122162471",,M.DCC.LXIV.,1764,"10 ungezählte Seiten, 1056 Seiten, 22 ungezählte Seiten, 1 ungezähltes Blatt Frontispiz, 21 ungezählte Blätter Bildtafeln, 20 zum teil gefaltete ungezählte Blätter Karten","1 Frontispiz, 21 Bildtafeln, 20 Karten",,20,2°,"Die Illustrationen sind: 1 Frontispiz von M. Vd. Gucht graviert; 20 Karten, meistens von Emanuel Bowen und von Thomas Kitchin graviert. 21 Bildtaflen meistens von anonymem Autor.",,,,eng,,,,,,,,,"Bowen, Emanuel $ Kitchin, Thomas $ Gucht, M. V.d. $ Mynde, J.",,,Reisebericht,,,Reise ; Schiffsreise,,,52820-D.2 MAG,ZKAR,
AC16607781,AC16607781,9958936708403338,http://data.onb.ac.at/ABO/%2BZ165986306,Z165986306,"Porter, James","Observations On The Religion, Law, Government, And Manners, Of The Turks",,"Observations On The Religion, Law, Government, And Manners, Of The Turks",Vol. I.,,London,London ; http://d-nb.info/gnd/4074335-4,,"Printed for J. Nourse, bookseller to His Majesty",,,MDCCLXVIII.,1768,"4 ungezählte Seiten, 142 Seiten",,,,8°,Kein illustrierender Inhalt.,"Anonymous. By Sir James Porter.- English Short Title catalog, ESTCT136311. - Reproduction of original from the British Library","Bibliografischer Nachweis: Chatzipanagioti-Sangmeister, 0837",,eng,,,,,,,,,,,,Erlebnisbericht,,,Kultur ; Türken,,,,,
AC16607782,AC16607782,9958936708303338,http://data.onb.ac.at/ABO/%2BZ165986306,Z165986306,"Porter, James","Observations On The Religion, Law, Government, And Manners, Of The Turks",,"Observations On The Religion, Law, Government, And Manners, Of The Turks",Vol. II.,,London,London ; http://d-nb.info/gnd/4074335-4,,"Printed for J. Nourse, bookseller to His Majesty",,,MDCCLXVIII.,1768,"4 ungezählte Seiten, 150 Seiten",,,,8°,Kein illustrierender Inhalt.,"Bibliografischer Nachweis: Chatzipanagioti-Sangmeister, 0837","Anonymous. By Sir James Porter.- English Short Title catalog, ESTCT136311. - Reproduction of original from the British Library",,eng,,,,,,,,,,,,Erlebnisbericht,,,Kultur ; Türken,,,,,
AC10450829,AC10450829,990036196990603338,,,"Dawkins, James ; http://d-nb.info/gnd/1041768273",,,"<<The>> Ruins of Palmyra, otherwise Tedmor, in the desart $ [Robert Wood ; James Dawkins]",,,London,,,,,,1753,1753,"50 S., LVII Bl.",57 Ill.,,,2°,Verf. nicht auf der Titelseite genannt. - Enth. außerdem: Reflections on the ancient alphabet and language of Palmyra / Jean Jacques Barthélemy,"Bibliografischer Nachweis: Chatzipanagioti-Sangmeister, 1197 ; Stuck, 1537 ; Cox I, 227",,,eng,,,,"Wood, Robert ; http://d-nb.info/gnd/1031092218 $ Barthélemy, Jean Jacques ; http://d-nb.info/gnd/117566047",,,,,,,,,,"Barthélemy, Jean Jacques : Reflections on the ancient alphabet and language of Palmyra",Palmyra ; Ruine,TravelogueE18 Asien $ TravelogueE18 Orient,,44.A.10 MAG,ZPAP,
AC09996370,AC09996370,990031558520603338,http://data.onb.ac.at/ABO/%2BZ160838807,Z160838807,"Irwin, Eyles",,,"<<A>> Series Of Adventures In The Course Of A Voyage Up The Red-Sea, On The Coasts Of Arabia And Egypt; And Of A Route through the Desarts of Thebais, Hitherto Unknown To The European Traveller, In The Year M.DCC.LXXVII. $ In Letters To A Lady : Illustrated With Maps And Cuts $ By Eyles Irwin, Esq. In The Service Of The Hon.ble The East-India Company.",,,London,London ; http://d-nb.info/gnd/4074335-4,,Printed for J. Dodsley,,,M.DCC.LXXX,1780,,,,,,,,,,eng,,,,,,,,,,,,Reisebericht,,,Reise ; Rotes Meer,TravelogueE18 Europa Asien Afrika $ TravelogueE18 Orient,,24.O.28 PRUNK,ZALT,
AC12008532,AC12008532,990046168210603338,http://data.onb.ac.at/ABO/%2BZ196753009,Z196753009,"Irwin, Eyles ; http://d-nb.info/gnd/1026866227","<<A>> Series Of Adventures In The Course Of A Voyage Up The Red-Sea, On The Coasts Of Arabia And Egypt; And of A Route through the Desarts of Thebais, In The Year 1777:",,"<<A>> Series Of Adventures In The Course Of A Voyage Up The Red-Sea, On The Coasts Of Arabia And Egypt; And of A Route through the Desarts of Thebais, In The Year 1777: $ With A Supplement Of A Voyage from Venice to Latichea; And Of A Route through the Desarts of Arabia, By Aleppo, Bagdad, and the Tygris, to Busrah, In The Years 1780 and 1781 : In Letters To A Lady. : Illustrated With Maps And Cuts : In Two Volumes. $ By Eyles Irwin, Esq. In the Service of the Hon.ble the East India Company.",1,The Third Edition,London,London ; http://d-nb.info/gnd/4074335-4,,Printed For J. Dodsley,,,M.DCC.LXXXVII,1787,"XVI, 387 S.",,,,,"Bibliografischer Nachweis: Chatzipanagioti-Sangmeister, 0462",,,,eng,,,,,,,,,,,,Reisebericht,,,Reise ; Rotes Meer,TravelogueE18 Afrika Asien Europa $ TravelogueE18 Orient,,BE.4.Y.3.(Vol.1) PRUNK,ZALT,
AC12008590,AC12008590,990046168230603338,http://data.onb.ac.at/ABO/%2BZ196753101,Z196753101,"Irwin, Eyles ; http://d-nb.info/gnd/1026866227","<<A>> Series Of Adventures In The Course Of A Voyage Up The Red-Sea, On The Coasts Of Arabia And Egypt; And of A Route through the Desarts of Thebais, In The Year 1777:",,"<<A>> Series Of Adventures In The Course Of A Voyage Up The Red-Sea, On The Coasts Of Arabia And Egypt; And of A Route through the Desarts of Thebais, In The Year 1777: $ With A Supplement Of A Voyage from Venice to Latichea; And Of A Route through the Desarts of Arabia, By Aleppo, Bagdad, and the Tygris, to Busrah, In The Years 1780 and 1781 : In Letters To A Lady. : Illustrated With Maps And Cuts : In Two Volumes. $ By Eyles Irwin, Esq. In the Service of the Hon.ble the East India Company.",2,The Third Edition,London,London,,Printed For J. Dodsley,,,M.DCC.LXXXVII,1787,401 S.,,,,,"Bibliografischer Nachweis: Chatzipanagioti-Sangmeister, 0462",,,,eng,,,,,,,,,,,,Reisebericht,,,Reise ; Rotes Meer,TravelogueE18 Asien Europa Afrika $ TravelogueE18 Orient,,BE.4.Y.3.(Vol.2) PRUNK,ZALT,
AC12008692,AC12008692,990046168300603338,http://data.onb.ac.at/ABO/%2BZ196753204,Z196753204,"Lusignan, Sauveur ; http://d-nb.info/gnd/136046908","<<A>> Series Of Letters, Addressed To Sir William Fordyce, M.D. F.R.S.",,"<<A>> Series Of Letters, Addressed To Sir William Fordyce, M.D. F.R.S. $ Containing : A Voyage and Journey from England to Smyrna, from thence to Constantinople, and from that Place over Land to England; likewise an Account and Description of the Counties, Cities, Towns, and Villages, through which the Author passed; together with the Treaty of Commerce between the Court of Great Britain and the Sublime Porte. : Translated from the Original into English by the Author.  : To which is prefixed, A Short Answer to Volney's Contradictions on Ali-Bey's History and Revolt; and an Appendix; containing a particular description of the Holy Land, and a concise Narration of the modern Patriarchs who refided in that Holy See, from the Beginning of the Sixteenth Century to the present Time; with some Anecdotes $ by S. L. Kosmopolites",Vol. I.,,London,,London ; http://d-nb.info/gnd/4074335-4,Printed for the Author,,,M.DCC.LXXXVIII.,1788,"XLVIII, 271 S.",,,,,,,,,eng,,,,,,,,,,,,Reisebericht,,,"Fordyce, William ; Briefsammlung ; Lusignan, Etienne ; Reise ; Izmir",TravelogueE18 Orient,,BE.4.Y.4.(Vol.1) PRUNK,ZALT,
AC12008713,AC12008713,990046168320603338,http://data.onb.ac.at/ABO/%2BZ196753307,Z196753307,"Lusignan, Sauveur ; http://d-nb.info/gnd/136046908","<<A>> Series Of Letters, Addressed To Sir William Fordyce, M.D. F.R.S.",,"<<A>> Series Of Letters, Addressed To Sir William Fordyce, M.D. F.R.S. $ Containing : A Voyage and Journey from England to Smyrna, from thence to Constantinople, and from that Place over Land to England; likewise an Account and Description of the Counties, Cities, Towns, and Villages, through which the Author passed; together with the Treaty of Commerce between the Court of Great Britain and the Sublime Porte. : Translated from the Original into English by the Author.  : To which is prefixed, A Short Answer to Volney's Contradictions on Ali-Bey's History and Revolt; and an Appendix; containing a particular description of the Holy Land, and a concise Narration of the modern Patriarchs who refided in that Holy See, from the Beginning of the Sixteenth Century to the present Time; with some Anecdotes $ by S. L. Kosmopolites",Vol. II.,,London,,London ; http://d-nb.info/gnd/4074335-4,Printed for the Author,,,M.DCC.LXXXVIII.,1788,260 S.,,,,,,,,,eng,,,,,,,,,,,,Reisebericht,,,"Fordyce, William ; Briefsammlung ; Lusignan, Etienne ; Reise ; Izmir",TravelogueE18 Orient,,BE.4.Y.4.(Vol.2) PRUNK,ZALT,
AC10356407,AC10356407,990035232950603338,,,"Stuart, James",,,"The antiquities of Athens, measured and delineated.",,,London,,,Haberkorn,,,1762-1830,1762,,,,,,Vol. 1-4. Vol. 5=Suppl.,"Bibliografischer Nachweis: Chatzipanagioti-Sangmeister, 1074",,,eng,,,,,,,"Revett, Nicholas",,,,,,,,Altertümer ; Athen,TravelogueE18 Europa $ TravelogueE19 Europa $ TravelogueE19 Orient $ TravelogueE18 Orient,,BE.3.A.8 PRUNK,ZALT,
AC10267692,AC10267692,990034328330603338,http://data.onb.ac.at/ABO/%2BZ165961401,Z165961401,"Rycaut, Paul",,,"The history of the Turks, Beginning with the year 1679 ... until ... 1699. 6. ed.",,,London,London,,Clarell,,,1700,1700,,,,,,,,,,eng,,,,,,,,,,,,,,,Türkei ; Geschichte 1679-1699,,,64.C.4 PRUNK,ZALT,
AC09741259,AC09741259,990028948690603338,http://data.onb.ac.at/ABO/%2BZ150909905,Z150909905,"Browne, William George ; http://d-nb.info/gnd/117636126",,,"Travels in Africa, Egypt, and Syria, from the year 1792 to 1798 $ by W. G. Browne",,,London,,,C. Cadett junior and W. Davies $ T. N. Logan and O. Rees,,,1799,1799,"XXXVIII, 496 S.","Ill., Kt.",,,28 cm,,,,,eng,,,,,,,,,,,,,,,Afrika ; Reise ; Reise ; Syrien,,,7.E.6 PRUNK,ZALT,
AC09770689,AC09770689,990029249850603338,http://data.onb.ac.at/ABO/%2BZ18598730X,Z18598730X,"Chandler, Richard ; http://d-nb.info/gnd/117651214",,,"Travels In Asia Minor On An Account Of A Tour Made At The Expense Of The Society Of Dilettanti $ By Richard Chandler, D. D. Fellow Of Magdalen College And Of The Society Of Antiquaries",,,Oxford,Oxford ; http://d-nb.info/gnd/4044234-2,Oxford ; http://d-nb.info/gnd/4044234-2,"Printed At The Clarendon Press $ Sold by J. Dodsley, J. Robson, T. Cadell, P. Elmsly, and G. Robinson, London, and by D. Prince, Oxford",Clarendon Press ; http://d-nb.info/gnd/2117788-0,Clarendon Press ; http://d-nb.info/gnd/2117788-0,1775,1775,"xiv, xiii Seiten, 2 ungezählte Seiten, 283 Seiten, 1 ungezählte Seite, 1 ungezähltes gefaltetes Blatt Karte",1 Karte,,1,4°,1 Kupferstich-Karte (karthographiert von Thomas Kitchin),"Bibliografischer Nachweis: Chatzipanagioti-Sangmeister, 0178","Seite iii-v: Widmungsvorrede des Verfassers an die Society of Dilettanti. - Seite v-xiiii: Vorrede des Verfassers, Datum Oxford 1775. - Am Ende 1 ungezählte Seite Verlagsprogramm",,eng,,,,,,,,,,,,Reisebericht,,,Forschungsreise ; Geschichte 1764-1765 ; Anatolien,TravelogueE18 Europa Asien $ TravelogueE18 Orient,,78.P.14 PRUNK,ZALT,
AC09637408,AC09637408,990042405110603338,,,"Norden, Frederik Ludvig ; http://d-nb.info/gnd/119223236",Travels in Egypt and Nubia,,"Travels in Egypt and Nubia $ By Frederick Lewis Norden. Translated ... and enlarged with observations from ancient and modern authors, that have written on the antiquities of Egypt by Peter Tampleman",Vol. I ; Travels in Egypt and Nubia ...,,London,,,Lockyer Davis and Charles Reymers,,,1757,1757,"XXXIV, 124 S., XXXIX Tf.",zahlr. Ill.,,,,,,,,eng,,,,,,"Templeman, Peter ; http://d-nb.info/gnd/132766124",,,,,,,,,Ägypten ; Forschungsreise ; Forschungsreise ; Nubien,,,251406-E.1 MAG,ZFID,
AC09627228,AC09627228,990037391670603338,,,"Norden, Frederik Ludvig ; http://d-nb.info/gnd/119223236",Travels in Egypt and Nubia,,"Travels in Egypt and Nubia $ By Frederick Lewis Norden. Translated ... and enlarged with observations from ancient and modern authors, that have written on the antiquities of Egypt by Peter Tampleman",Vol. II ; Travels in Egypt and Nubia ...,,London,,,Lockyer Davis and Charles Reymers,,,1757,1757,"[1] Bl., VIII, 155 S., XXVII, XXXV-CLVIII",zahlr. Ill.,,,,,,,,eng,,,,,,"Templeman, Peter ; http://d-nb.info/gnd/132766124",,,,,,,,,Ägypten ; Forschungsreise ; Forschungsreise ; Nubien,,,251406-E.2 MAG,ZFID,
AC09799186,AC09799186,990029542160603338,http://data.onb.ac.at/ABO/%2BZ170801705,Z170801705,"Dalrymple, William ; http://d-nb.info/gnd/1055180893",,,"Travels through Spain and Portugal, in 1774, with a short account of the spanish expedition against Algiers, in 1775",,,London,London. ; http://d-nb.info/gnd/4074335-4,,Printed for J. Almon,"Almon, John, ; http://d-nb.info/gnd/118818112",,M.DCC.LXXVII,1777,"IV, 187 Seiten, 2 ungezählte, teilweise gefaltete Blätter mit Bildtafeln","1 Illustration, 1 Karte",1,1,,,,,,eng,,,,,,,,,,,,,,,Algerien ; Krieg ; Portugal ; Reise ; Reise ; Spanien,,,61.G.25 PRUNK,ZALT,
AC09741399,AC09741399,990028950100603338,,,"Bruce, James ; http://d-nb.info/gnd/117636258","Travels To Discover The Source Of The Nile, In the Years 1768, 1769, 1770, 1771, 1772, and 1773",,"Travels To Discover The Source Of The Nile, In the Years 1768, 1769, 1770, 1771, 1772, and 1773 $ In Five Volumes $ By James Bruce Of Kinnaird, Esq. F.R.S.",,,London,London ; http://d-nb.info/gnd/4074335-4,,G.G.J. And J. Robinson,,,M.DCC.XC.,1790,,,,,31 cm,Vol 1-5.,,,,eng,,,,,,,,,,,,Reisebericht,,,Forschungsreise ; Nil ; Quelle,,,,,
AC10258064,AC10258064,990034230150603338,http://data.onb.ac.at/ABO/%2BZ178475608,Z178475608,"Rooke, Henry",,,"Travels to the coast of Arabia Felix and from thence by the Red-Sea and Egypt, to Europe",,The third edition,London,,,Blamire,,,1788,1788,,,,,,,,,,eng,,,,,,,,,,,,,,,Arabien ; Reise ; Reise ; Arabien,,,79.Aa.6 PRUNK,ZALT,
AC11854448,AC11854448,990045961300603338,http://data.onb.ac.at/ABO/%2BZ185791702,Z185791702,"Russell, Patrick ; http://d-nb.info/gnd/11759928X","<<A>> Treatise Of The Plague: Containing An Historical Journal, An Medical Account, Of The Plague, At Aleppo, In The Years 1760, 1761, And 1762.",,"<<A>> Treatise Of The Plague: Containing An Historical Journal, An Medical Account, Of The Plague, At Aleppo, In The Years 1760, 1761, And 1762. $ Also, Remarks On Quarantines, Lazarettos, And The Administration Of Police In Times Of Pestilence. : To Which Is Added, An Appendix, Containing Cases Of The Plague; And An Account Of The Weather, During The Pestilential Season $ By Patrick Russell, M.D. F.R.S. Formerly Physician To The British Factory, At Aleppo",Volume I.,,London,London ; http://d-nb.info/gnd/4074335-4,,Printed For G.G.J. And J. Robinson,,,M DCC XCI.,1791,"24 ungezählte Seiten, 392 Seiten",,,,4°,Kein illustrierender Inhalt.,"Handschrift auf Blatt 4r direkt vorm Titelblatt: ""The subjects treated of in this Work, being more particularly interesting to the Regions bordering on the Ottoman Dominions, the Author, in testimony of his profound respect for His Imperial- and Royal Majesty, is desirous that this Book may be honored with a place in the Imperial Library. London April 18th 1791 Pat: Russell""",,,eng,,,,,,,,,,,,Forschungsbericht,,,Pest,,,35.H.12.(Vol.1) PRUNK,ZALT,
AC11854454,AC11854454,990045961310603338,http://data.onb.ac.at/ABO/%2BZ185791805,Z185791805,"Russell, Patrick ; http://d-nb.info/gnd/11759928X","<<A>> Treatise Of The Plague: Containing An Historical Journal, An Medical Account, Of The Plague, At Aleppo, In The Years 1760, 1761, And 1762.",,"<<A>> Treatise Of The Plague: Containing An Historical Journal, An Medical Account, Of The Plague, At Aleppo, In The Years 1760, 1761, And 1762. $ Also, Remarks On Quarantines, Lazarettos, And The Administration Of Police In Times Of Pestilence. : To Which Is Added, An Appendix, Containing Cases Of The Plague; And An Account Of The Weather, During The Pestilential Season $ By Patrick Russell, M.D. F.R.S. Formerly Physician To The British Factory, At Aleppo",Volume II.,,London,London ; http://d-nb.info/gnd/4074335-4,,Printed For G.G.J. And J. Robinson,,,M DCC XCI.,1791,"2 ungezählte Seiten, Seite 393-583, clix Seiten, 8 ungezählte Seiten",,,,4°,Kein illustrierender Inhalt.,,,,eng,,,,,,,,,,,,Forschungsbericht,,,Pest,,,35.H.12.(Vol.2) PRUNK,ZALT,
