,Systemnummer,MMS-ID,Volltext,Barcode,Verfasser ; GND-ID,Werktitel,Reihentitel ; Bandzählung,Haupttitel ; Titelzusatz ; Verantwortlichkeitsangabe,Bandzählung ; Titel des Bandes,Ausgabe,Verlagsort,Verlagsort normiert ; GND-ID,Druckort normiert ; GND-ID,Verleger und Drucker,Verleger normiert ; GND-ID,Drucker normiert ; GND-ID,Erscheinungsjahr,Erscheinungsjahr Sortierform,Kollation,Illustrationen,Anzahl Illustrationen,Anzahl Karten,Format,Anm. zu Illustrationen,Bibliografie,Anmerkungen,Anm. zu Kollation,Sprache,Originalsprache,Bemerkung zur Sprache,Standardnummer,Weitere Verfasser ; GND-ID,Herausgeber ; GND-ID,Übersetzer ; GND-ID,Beiträger ; GND-ID,Weitere Beteiligte ; GND-ID,Illustratoren ; GND-ID,Widmender ; GND-ID,Widmungsempfänger ; GND-ID,Art des Inhalts,Inhalt,Werke in Relation,Schlagworte,Marker,Zusammenstellung,Signatur,Standort,VD17
AC11570652,AC11570652,990044918430603338,http://data.onb.ac.at/ABO/%2BZ176271805,Z176271805,"Ebel, Wilhelm ; http://d-nb.info/gnd/136034624",Zwölf Tage auf Montenegro,,"Zwölf Tage auf Montenegro $ beschrieben von Dr. Wilhelm Ebel, Privatdocent an der Universität zu Königsberg","Erstes Heft: ; Reisebericht ; Nebst einer Ansicht von Cettigne, der Residenz des Vladika von Montenegro",,Königsberg,Königsberg ; http://d-nb.info/gnd/4031541-1,Königsberg ; http://d-nb.info/gnd/4031541-1,Verlag von J. H. Bon $ Gedruckt bei E. J. Dalkowski,"J. H. Bon's Verlag ; http://d-nb.info/gnd/16092124-7 $ Bon, J[ean] H[enri] ; http://d-nb.info/gnd/1073389359","Dalkowski, E. J. ; http://d-nb.info/gnd/103755194X",1842,1842,"IV, 135 Seiten, 1 ungezählte Seite",2 Illustrationen,2,,8°,Die Illustrationen sind 1 Illustration in Kupferstich/ Radierung als Frontispiz und 1 Illustration im Text. - Fußnoten,Bibliografischer Nachweis: Bibliografie Reiseliteratur Eutin,"Seite [III]-IV: Vorrede, Datum Königsberg 07.1842",,ger,,In Fraktur,,,,,,,,,,Reisebericht,,,Forschungsreise ; Montenegro ; Dalmatien ; Geschichte 184X circa ; Osmanisches Reich,TravelogueD19 Europa $ TravelogueD19 Orient,,37.X.18.(Vol.1) PRUNK,ZALT,
AC11422019,AC11422019,990044673820603338,"http://data.onb.ac.at/ABO/%2BZ184348306;
http://data.onb.ac.at/ABO/%2BZ202332603","Z184348306;
Z202332603","Salzbacher, Joseph ; http://d-nb.info/gnd/100561713",Erinnerungen aus meiner Pilgerreise nach Rom und Jerusalem im Jahre 1837,,"Erinnerungen aus meiner Pilgerreise nach Rom und Jerusalem im Jahre 1837 $ von Dr. Joseph Salzbacher, Domcapitular zu St. Stephan in Wien","II. Band ; Mit einem topogaphischen Plane von Jerusalem, einem Grundrisse der heiligen Grabkirche, einer Stammtafel der Herodianischen Familie, und einer chronologisch-historischen Erklärung derselben",,Wien,Wien ; http://d-nb.info/gnd/4066009-6,Wien ; http://d-nb.info/gnd/4066009-6,Druck und Verlag bei L. Grund,"Grund, Franz Leopold ; http://d-nb.info/gnd/1037498976","Grund, Franz Leopold ; http://d-nb.info/gnd/1037498976",1839,1839,"6 ungezählte Seiten, 196, 51 Seiten, 1 ungezähltes Blatt Bildtafel, 2 ungezählte gefaltete Blätter","2 Illustrationen, 1 Karte",2,1,8°,"Titelblatt mit Kupfertitel, 1 gefaltener Plan (Lithografie von Hermann Engel), 1 gefaltene lithografische Karte (Lithografie von Hermann Engel). - Fußnoten ; Gedruckte Marginalien",Bibliografischer Nachweis: Engelmann 843 ; Bibliografie Reiseliteratur Eutin,"Vorlageform der Veröffentlichungsangabe auf dem Titelblatt: Wien 1839. Druck und Verlag bei L. Grund, Stephansplatz, Zwettelhof N° 868.",,ger,,In Fraktur,,,,,,,"Engel, Hermann ; http://d-nb.info/gnd/138359555",,,Reisebericht $ Erlebnisbericht,,,Jerusalem ; Wallfahrt ; Geschichte 1837 ; Rom ; Wallfahrt ; Geschichte 1837 ; Osmanisches Reich ; Orient,TravelogueD19 Afrika Europa $ TravelogueD19 Orient,,39.W.3.(Vol.2) MAG $ 231187-B.2 MAG,ZALT $ ZALT,
AC11078893,AC11078893,990043990680603338,http://data.onb.ac.at/ABO/%2BZ168938402,Z168938402,"Fischer, Christian August ; http://d-nb.info/gnd/115361413",Neue Reiseabentheuer,,Neue Reiseabentheuer $ herausgegeben von Christian August Fischer,Zweites Bändchen,Zweite verbesserte Auflage,Reutlingen,Reutlingen ; http://d-nb.info/gnd/4049657-0,Reutlingen ; http://d-nb.info/gnd/4049657-0,bei Johann Jakob Mäcken,"Maecken, Johann Jacob ; http://d-nb.info/gnd/116655755","Maecken, Johann Jacob ; http://d-nb.info/gnd/116655755",1803,1803,"114 Seiten, 2 ungezählte Seiten",,,,8°,Kein illustrierender Inhalt,"Bibliografischer Nachweis: Bibliografie Reiseliteratur Eutin. - Enthält 12 bearbeitete Auszüge aus Reiseberichten mit Kurzbiografien der Reisenden: 1. Donald Campbell, Reise von Aleppo in die Syrische Wüste 1783 (Seite 1-22), 2. deportierter Nanteser (Seite 23-28), 3. William McKay, Seereise in Ostindien 1795 (Seite 29-39), 4. Pierre Marie de Pages, Reise durch die Syrische Wüste 1770 (Seite 39-49), 5. Seeoffizier Black, Bericht von der Meuterei auf der Lady Shore 1797 (Seite 49-53), 6. Wagner's [?] Bericht aus dem Siebenjährigen Krieg 1759 (Seite 54-68), 7. Dragonerlieutenant Delasalle, Gefangenschaft im Nahen Osten während des Feldzugs nach Ägypten (Seite 68-75), 8. Lieutenant Wrigth's Bericht eines Schiffbruchs auf einer Gesandtschaftsreise nach Hamburg 1799 (Seite 76-80), 9. Meilhan's Reise von Caen nach Quimper während der Französischen Revolution 1793 (Seite 81-88), 10. Lieutenant Sparing, Bericht von einem Unfall in den Steinkohlegruben von Glasgow 1769 (Seite 88-91), 11. Jean Pierre Ramel, Bericht einer Reise während der Französischen Revolution 1797 (Seite 92-110), 12. Edward Montagu, Anekdoten von Reisen aus dem Osmanischen Reich (Seite 111-114)",Am Ende 1 ungezählte Seite Verlagsanzeige,,ger,,In Fraktur,,,,,,,,,,Reisebericht $ Erlebnisbericht,,,"Reise ; Campbell, Donald ; Syrien ; Geschichte 1783 ; Schiffsreise ; McKay, William ; Ostindien ; Geschichte 1795 ; Reise ; Pagès, Pierre Marie François <<de>> ; Syrien ; Wüste ; Geschichte 1770 ; Schiffsreise ; Lady Shore ; Meuterei ; Geschichte 1797 ; Montagu, Edward Wortley ; Anekdote ; Reise ; Osmanisches Reich ; Kriegsgefangenschaft ; Delasalle, ... ; Naher Osten ; Geschichte 1798",TravelogueD19 Europa Asien Afrika $ TravelogueD19 Orient,,275525-A.2 MAG,ZFID,
AC05645873,AC05645873,990043142150603338,http://data.onb.ac.at/ABO/%2BZ17467720X,Z17467720X,"Schubert, Gotthilf Heinrich <<von>> ; http://d-nb.info/gnd/118610937",Reise in das Morgenland in den Jahren 1836 und 1837,,Reise in das Morgenland $ in den Jahren 1836 und 1837 $ von Gotthilf Heinrich von Schubert,Erster Band,Neue Auflage,Erlangen,Erlangen ; http://d-nb.info/gnd/4015299-6,Erlangen ; http://d-nb.info/gnd/4015299-6,bei J. J. Palm und Ernst Enke $ gedruckt bei C. H. Kunstmann,"Palm & Enke ; http://d-nb.info/gnd/1073001733 $ Enke, Ernst ; http://d-nb.info/gnd/118824139 $ Palm, Johann Jakob ; http://d-nb.info/gnd/118840541",Kunstmannische Schriften ; http://d-nb.info/gnd/1104944618,1840,1840,"XVIII, 532 Seiten",,,,8°,Kein illustrierender Inhalt. - Fußnoten,Bibliografischer Nachweis: Engelmann 125 ; Bibliografie Reiseliteratur Eutin ; Kainbacher Erforschung Afrikas 426,"Seite [V-X]: Widmungsvorede des Verfassers an Königin Theresia von Bayern (Therese von Sachsen-Hildburghausen), Datum München 21.08.1838. - Seite [XI]-XII: Vorwort des Verfassers, Datum München 21.08.1838",,ger,,In Fraktur,,,,,,,,"Schubert, Gotthilf Heinrich <<von>> ; http://d-nb.info/gnd/118610937",Therese ; http://d-nb.info/gnd/118642731,Reisebericht,,,Südosteuropa ; Türkei ; Palästina ; Ägypten ; Jerusalem ; Griechenland ; Reise ; Geschichte 1836-1837 ; Osmanisches Reich,TravelogueD19 Afrika Asien $ TravelogueD19 Orient,,273403-B.1 MAG,ZFID,
AC08380278,AC08380278,990037063120603338,http://data.onb.ac.at/ABO/%2BZ69872309,Z69872309,"Reichard, Carl",,,"Neuestes Gemählde von Persien, $ oder Schilderung dieses Reiches in Hinsicht seiner Lage, Produkte und Cultur, seiner Einwohner, deren Lebensart, Charakter, Kleidung, Handel, Künste, Religion und Staatsverfassung, dann seiner merkwürdigsten Städte und interessantesten Ruinen. Mit einer Einleitung, welche eine Geschichte des Landes von den ältesten bis auf die jetzigen Zeiten enthält. Nach den neuesten Reisenachrichten und den vorzüglichsten Quellen $ bearbeitet von Carl Reichard",,,Wien,Wien ; http://d-nb.info/gnd/4066009-6,Wien ; http://d-nb.info/gnd/4066009-6,Gedruckt und verlegt bey B. Ph. Bauer,"Bauer, Bernhard Philipp ; http://d-nb.info/gnd/1037495934","Bauer, Bernhard Philipp ; http://d-nb.info/gnd/1037495934",1809,1809,"360 Seiten, 1 ungezähltes Blatt Bildtafel",1 Illustration,1,,8°,1 Kupferstich-Illustration als Frontispitz (gestochen und signiert von F. Weber),Bibliografischer Nachweis:,Seite [III]-VI: Vorbericht des Herausgeber,,ger,,In Fraktur,,,,,,,"Weber, Friedrich ; http://d-nb.info/gnd/117158623",,,Reisebericht,,"Waring, Scott : Tour to Sheeraz by the route of Kazroon and Feerozabad $ Olivier, Guillaume-Antoine : Voyage dans l'empire Othoman, l'Égypte et la Perse, 1801–1807 $ Francklin, William : Observations made on a tour from Bengal to Persia, in the years 1786-7","Iran ; Olivier, Guillaume A. ; Reise ; Osmanisches Reich ; Waring, Scott ; Geschichte -[1807] ; Iran ; Geschichte 1801-1807 ; Iran ; Geschichte 559 v. Chr.-1807",TravelogueD19 Asien $ TravelogueD19 Orient,,309457-B MAG,ZALT,
AC10443688,AC10443688,990036124320603338,http://data.onb.ac.at/ABO/%2BZ184084601,Z184084601,"Willyams, Cooper ; http://d-nb.info/gnd/100701752",<<A>> Voyage up th Mediterranean in his Majesty's Ship the Swiftsure ; 1802,,"Reise auf dem Mittelmeere im Gefolge des Admirals Nelson $ Mit einer Beschreibung der Schlacht by Abukir am 1ten August 1798 und ausführlichen Nachrichten über die Begebenheiten nach dieser Schlacht in verschiedenen Theilen des mittelländischen Meers $ Von Cooper Wylliams, Caplan auf der Nelsonschen Flotte. Aus dem Englischen übersetzt",,,Wien,Wien ; http://d-nb.info/gnd/4066009-6,,Jn Comission bey A. Doll,"Doll, Anton ; http://d-nb.info/gnd/13282261X",,1804,1804,"224 Seiten, 1 ungezähltes Blatt Bildtafeln, 1 ungezähltes gefaltetes Blatt Karte","1 Illustration, 1 Karte",1,1,8°,"1 Kupferstich-Illustration als Frontispiz, 1 Kupferstich-Karte (""Plan von der Nil-Schlacht am 1ten August 1798, gestochen von C. R. Schindelmeyer). - Fußnoten","Bibliografischer Nachweis: Chatzipanagioti-Sangmeister, 1188",,,ger,,In Fraktur,,,,,,,"Schindelmeyer, Karl Robert ; http://d-nb.info/gnd/129098647",,,Erlebnisbericht,,,Abukir ; Seeschlacht ; Geschichte 1798 ; Mittelmeerraum ; Reise ; Geschichte 1798,TravelogueD19 Europa $ TravelogueD19 Orient,,37.L.36 PRUNK,ZALT,
AC10360147,AC10360147,990035271110603338,http://data.onb.ac.at/ABO/%2BZ175063502,Z175063502,"Sumarokov, Pavel Ivanovič ; http://d-nb.info/gnd/100852335",Putešestvie po vsemu Krymu i Bessarabii v 1799 godu,,<<Paul Sumarokoff's>> Reise durch die Krimm und Bessarabien im Jahre 1799 $ Aus dem Russischen von Johann Richter,,,Leipzig,Leipzig ; http://d-nb.info/gnd/4035206-7,,bey Joh. Friedr. Hartknoch,"Verlag Johann Friedrich Hartknoch ; http://d-nb.info/gnd/7751283-2 $ Hartknoch, Johann Friedrich ; http://d-nb.info/gnd/124244300",,1802,1802,230 Seiten,,,,8°,Kein illustrierender Inhalt,"Bibliografischer Nachweis: Bibliografie Reiseliteratur Eutin ; Engelmann, 622","Seite [3]: Widmung des Übersetzers Johann Richter an Ernst Valentin Leuthier. - Seite [5]-8: Vorbericht des Übersetzers, Moskau 05.1801",,ger,rus,Aus dem Russischen übersetzt $ In Fraktur,,,,"Richter, Johann",,,,"Richter, Johann","Leuthier, Ernst Valentin ; http://d-nb.info/gnd/1051929857",Reisebericht,,,Bessarabien ; Krim ; Reise ; Geschichte 1799,TravelogueD19 Asien $ TravelogueD19 Orient,,78.M.1 PRUNK,ZALT,
AC10350590,AC10350590,990035174070603338,http://data.onb.ac.at/ABO/%2BZ174841205,Z174841205,"Stockar, Hans ; http://d-nb.info/gnd/124018831",,,"Heimfahrt von Jerusalem Hans Stockar's von Schaffhausen Pilgers zum heiligen Grabe im Jahr des Heils 1519 und Tagebuch von 1520 bis 1529, $ mit einem erklärenden Wortregister und Anmerkungen nebst zehen Briefen des Hauptmanns Ulrich Harder von 1524 und 1525, und Auszügen aus dem heiligen Leben von 1475",,,Schaffhausen,Schaffhausen ; http://d-nb.info/gnd/4051993-4,Schaffhausen ; http://d-nb.info/gnd/4051993-4,Druck und Verlag bei Franz Hurter,"Hurter'sche Buchdruckerei ; http://d-nb.info/gnd/1124711708 $ Hurter, Franz ; http://d-nb.info/gnd/117071056","Hurter'sche Buchdruckerei ; http://d-nb.info/gnd/1124711708 $ Hurter, Franz ; http://d-nb.info/gnd/117071056",1839,1839,"6 ungezählte Seiten, XII Seiten, 2 ungezählte Seiten, 244 Seiten, 1 ungezählte Seite, 2 ungezählte Blätter Bildtafeln",2 Illustrationen,2,,8°,Die Illustrationen sind 1 Wappen und 1 Porträt des Verfassers Hans Stockar. - Gedruckte Marginalien,"Bibliografischer Nachweis: Yerasimos (1991), S. 143 ; Tobler, Bibliographia geographica Palaestinae, S. 68 ; Weber, Voyages and Travels (1953), 134a. - Der Herausgeber ist im Vorwort genannt","Seite II-XII: Vorwort des Herausgebers Constant Maurer, Datum Schaffhausen 11.12.1838. - Ungezählte Seite 3-6: Subscribenten-Verzeichniss",,ger,,In Fraktur,,"Harder, Ulrich von","Maurer, Constant",,"Harder, Ulrich",,,,,Reisebericht,,,Geschichte 1520-1529 ; Briefsammlung ; Jerusalem ; Wallfahrt ; Geschichte 1519 ; Palästina ; Osmanisches Reich ; Orient,TravelogueD19 Asien $ TravelogueD19 Orient,,44501-B MAG,ZALT,
AC10301655,AC10301655,990034674400603338,http://data.onb.ac.at/ABO/%2BZ221823706,Z221823706,"Schuber, Maria ; http://d-nb.info/gnd/106988684X",,,"Meine Pilgerreise über Rom, Griechenland und Egypten durch die Wüste nach Jerusalem und zurück $ vom 4. October 1847 bis 25. September 1848 $ Von Maria Schuber, aus Gratz in Steiermark",,,Gratz,Graz ; http://d-nb.info/gnd/4021912-4,,Eigenthum der Verfasserin $ Zu beziehen durch die F. Ferstl'sche (J. L. Greiner) Buchhandlung,"Schuber, Maria ; http://d-nb.info/gnd/106988684X $ Schuber, Maria ; http://d-nb.info/gnd/106988684X",,1850,1850,"VIII Seiten, 4 ungezählte Seiten, 508 Seiten",,,,8°,Kein illustrierender Inhalt,"Bibliografischer Nachweis: Kainbacher Erforschung Afrikas, S. 428","Seite [III]: Widmung der Verfasserin an Johann Nepomuk Krauss. - Seite [V]-VIII: Vorwort der Verfasserin, Datum Graz 05.1850",,ger,,In Fraktur,,,,,,,,"Schuber, Maria ; http://d-nb.info/gnd/106988684X","Krauß, Johann Nepomuck ; http://d-nb.info/gnd/133946568",Reisebericht $ Erlebnisbericht $ Briefsammlung,,,Jerusalem ; Wallfahrt ; Geschichte 1847-1848 ; Italien ; Griechenland ; Ägypten ; Orient ; Osmanisches Reich,TravelogueD19 Afrika Asien Europa $ TravelogueD19 Orient,,741737-B MAG,ZALT,
AC10299182,AC10299182,990034649230603338,http://data.onb.ac.at/ABO/%2BZ180680409,Z180680409,"Schrebian, C.M.",,,"<<C. M. Schrebian's>> Aufenthalt in Morea, Attika und mehreren Jnseln des Archipelagus",,,Leipzig,Leipzig ; http://d-nb.info/gnd/4035206-7,,bei C.H.F. Hartmann,"Hartmann, Christian Heinrich Ferdinand ; http://d-nb.info/gnd/1073505081",,1825,1825,"IV, 224 Seiten",,,,8°,Kein illustrierender Inhalt. - Fußnoten ; Einfache Zierleisten im Text,"Bibliografischer Nachweis: Bibliografie Reiseliteratur Eutin ; Weber, Voyages and Travels (1952), 134",Seite [III]-IV: Vorwort des Verfassers,,ger,,In Fraktur,,,,,,,,,,Reisebericht,,,Griechenland ; Reise ; Geschichte 1825 circa,TravelogueD19 Europa $ TravelogueD19 Orient,,79.V.14 PRUNK,ZALT,
AC10288788,AC10288788,990034543680603338,http://data.onb.ac.at/ABO/%2BZ196790109,Z196790109,"Schlatter, Daniel ; http://d-nb.info/gnd/12453564X",,,Bruchstücke aus einigen Reisen nach dem südlichen Rußland in den Jahren 1822 bis 1828 $ Mit besonderer Rücksicht auf die Nogayen=Tataren am Asowschen Meere. Mit 15 lithographirten Abbildungen und einer Charte,,,St. Gallen,Sankt Gallen ; http://d-nb.info/gnd/4051594-1,,Jn Kommission bei Huber und Comp.,Huber und Compagnie ; http://d-nb.info/gnd/6147590-7,,1830,1830,"XX, 496 Seiten, 1 ungezählte Seite, 13 ungezählte Blätter Bildtafeln, 1 ungezähltes gefaltetes Blatt Bildtafel, 1 ungezähltes gefaltetes Blatt Karte","12 Illustrationen, 1 Karte, 3 Schriftbeispiele",12,1,8°,"1 lithografisches Porträt als Frontispiz, 11 lithografische Illustrationen, 3 lithografische Schriftbeispiele, 1 lithografische Karte. - Fußnoten ; Einfache Zierleisten","Bibliografischer Nachweis: Bibliografie Reiseliteratur Eutin ; Engelmann, 860","Seite [III]: Widmung des Verfassers an Ali-Ametow und dessen Sohn Abdullah. - Seite [V]-VII: Vorwort von J.J. Bernet. - Seite [X]-XIV: Vorrede des Verfassers, Daniel Schlatter, Datum St. Gallen in der Schweiz 08.1829. - Seite XV-XX: Inhalt",,ger,,In Fraktur,,,,,"Bernet, Johann Jakob ; http://d-nb.info/gnd/123840244",,,,Ali-Ametow $ Abdullah,Reisebericht,,,Reise ; Deutschland ; Russland ; Asowsches-Meergebiet ; Geschichte 1822-1828 ; Nogaier ; Reise ; Tataren ; Krim ; Geschichte 1822-1828 ; Reise ; London ; Brüssel ; Berlin ; Warschau ; Odessa ; Geschichte 1822-1828,TravelogueD19 Europa Asien $ TravelogueD19 Orient,,BE.5.L.68 PRUNK,ZALT,
AC10255957,AC10255957,990034208570603338,http://data.onb.ac.at/ABO/%2BZ205462704,Z205462704,"Rohrer, Joseph ; http://d-nb.info/gnd/119527138",,,"Bemerkungen auf einer Reise von der Türkischen Gränze über die Bukowina durch Ost= und Westgalizien, Schlesien und Mähren nach Wien $ von Joseph Rohrer",,,Wien,Wien ; http://d-nb.info/gnd/4066009-6,Wien ; http://d-nb.info/gnd/4066009-6,Bey Anton Pichler,"Pichler, Anton ; http://d-nb.info/gnd/139176020","Pichler, Anton ; http://d-nb.info/gnd/139176020",1804,1804,"VI, 307 Seiten, 7 ungezählte Seiten, 2 ungezählte Blätter Bildtafeln",2 Illustrationen,2,,8°,"1 Kupferstich-Illustration als Frontispiz, 1 Kupferstich-Illustration (Ansicht des Tirolerhäuschen im K.K. Lustschloss Schönbrunn von F. Weber)","Bibliografischer Nachweis: Bibliografie Reiseliteratur Eutin ; Engelmann, 259 ; Engelmann, 732","Seit [III]-VI: Vorrede des Verfassers, Datum Lemberg in Ostgalizien",,ger,,In Fraktur,,,,,,,"Weber, F.",,,Reisebericht $ Briefsammlung,,,Bukowina ; Reise ; Geschichte 1804 ; Galizien ; Reise ; Geschichte 1804,TravelogueD19 Europa $ TravelogueD19 Orient,,10.Mm.18 PRUNK,ZALT,
AC10226683,AC10226683,990033910000603338,http://data.onb.ac.at/ABO/%2BZ202271808,Z202271808,"Raczyński, Edward ; http://d-nb.info/gnd/12144354X",Dziennik podróży do Turcyi odbytey w roku 1814 ; 1821 ; http://viaf.org/viaf/315879191,,Malerische Reise In Einigen Provinzen Des Osmanischen Reichs $ Aus Dem Polnischen Des Herrn Grafen Eduard Raczyński Übersetzt. Herausgegeben Von Friedr. Heinr. Von Der Hagen. Mit Zwei Kupfern Und Drei Steindrücken,,Neue unveränderte Auflage,Breslau,Breslau ; http://d-nb.info/gnd/4008216-7,,"Verlag von Grass, Barth und Comp.",Graß & Barth ; http://d-nb.info/gnd/6145962-8,,1828,1828,"1 ungezähltes Blatt Bildtafel, 299 Seiten, 4 ungezählte Blätter Bildtafeln, VI Seiten",6 Illustrationen,6,,8°,"1 lithografische Illustration als Frontispiz (Portait Mahmud des IV. von W. Ehrentraut), 1 Diagramm (Namenszug des Grossherrn Mahmuds IV), 2 kolorierte lithografische Illustrationen (Gedruckt in der Steindruckerei bei Grass, Barth u. Comp.), 1 Kupferstich-Illustration (von C.G. Hammer)1 Kupferstich-Illustration  (von J.G.A. Frenzel)",Bibliografischer Nachweis:,"Seite [3]-4: Vorwort des Verlages. - Seite I-VI: Anhang, die Blumensprache mit einem Worterbuch der Blumensprache",,ger,pol,Aus dem Polnischen übersetzt $ In Fraktur,,,"Hagen, Friedrich Heinrich <<von der>> ; http://d-nb.info/gnd/118829130",,,,"Ehrentraut, W. $ Frenzel, Gottlieb Abraham ; http://d-nb.info/gnd/116771321 $ Hammer, Christian Gottlob ; http://d-nb.info/gnd/129201456",,,Reisebericht,,,Reise ; Geschichte 1814 ; Türkei ; Osmanisches Reich,TravelogueD19 Europa Asien $ TravelogueD19 Orient,,213610-B MAG,ZALT,
AC10221838,AC10221838,990033860300603338,http://data.onb.ac.at/ABO/%2BZ179119800,Z179119800,Petaḥyah ben Yaʿaḳov ; http://d-nb.info/gnd/102414939,,,"Reise des Rabbinen Rabbi Pethachiah aus Regensburg $ aus dem Hebräischen übersetzt, mit einer Einleitung versehen und durch hinreichenden Anmerkungen erläutert von David Ottensoser",,,Fürth,Fürth ; http://d-nb.info/gnd/4018827-9,Fürth ; http://d-nb.info/gnd/4018827-9,Druck von D. Zürndorffer und J. Sommer,"Zürndorfer, David Isaac ; http://d-nb.info/gnd/1037601637 $ Sommer, Johann Christian ; http://d-nb.info/gnd/140372067","Zürndorfer, David Isaac ; http://d-nb.info/gnd/1037601637 $ Sommer, Johann Christian ; http://d-nb.info/gnd/140372067",1844,1844,"X, 69 Seiten",,,,8°,Sibuv (Reise) (hebr. et germ.),Kein illustrierender Inhalt,Bibliografischer Nachweis:,"Seite III-IV: Vorwort des Übersetzers, Datum Fürth 06.1844. - In hebräischer und lateinischer Schrift. ; Geschenk des H. Dr. Letteris 1856. No 100.",ger,heb,Text Hebräisch und Deutsch $ In Hebräischer Schrift und Fraktur,,,,"Ottensosser, David ; http://d-nb.info/gnd/138004528",,,,,,Reisebericht,,,Jerusalem ; Reise ; Geschichte 1187 circa,TravelogueD19 Asien Europa $ TravelogueD19 Orient,,29648-A MAG,ZALT,
AC10146213,AC10146213,990033087190603338,http://data.onb.ac.at/ABO/%2BZ165247601,Z165247601,"Muravʹev-Apostol, Ivan Matveevič ; http://d-nb.info/gnd/119053918",Putešestvie po Tavride v 1820 godu,"Bibliothek der neuesten Entdeckungsreisen ; Zweyter Jahrgang, Fünftes Bändchen",Reise durch Taurien im Jahre 1820 $ aus dem Russischen übersetzt $ von Murawiew=Apostol. Aus dem Russischen übersetzt,,,Wien,Wien ; http://d-nb.info/gnd/4066009-6,Wien ; http://d-nb.info/gnd/4066009-6,Gedruckt und im Verlage bey Anton Strauß,"Strauß, Anton ; http://d-nb.info/gnd/139477810","Strauß, Anton ; http://d-nb.info/gnd/139477810",1826,1826,"4 ungezählte Seiten, 276 Seiten",,,,8°,Kein Illustrierender Inhalt. - Einfache Zierleisten im Text,Bibliographischer Nachweis:,"Seite 1-4: Vorrede des Verfassers, Datum 16.06.1823",,ger,rus,Aus dem Russischen übersetzt $ In Fraktur,,,,,,,,,,Briefsammlung $ Reisebericht,,,Reise ; Krim ; Geschichte 1820,TravelogueD19 Europa $ TravelogueD19 Orient,,"*69.C.62.(Vol.2,5) PRUNK",ZALT,
AC10146212,AC10146212,990033087180603338,http://data.onb.ac.at/ABO/%2BZ18344810X,Z18344810X,"Muravʹev-Apostol, Ivan Matveevič ; http://d-nb.info/gnd/119053918",Putešestvie po Tavride v 1820 godu,,Reise durch Taurien im Jahre 1820 $ Mit fünf Charten und Planen $ Von Murwiew-Apostol. Aus dem Russischen übersezt von W. v. Oertel,,,Berlin und Landsberg a. d. W.,Berlin ; http://d-nb.info/gnd/4005728-8 $ Landsberg (Warthe) ; http://d-nb.info/gnd/4034340-6,,Verlag von Th. Christ. Fr. Enslin,"Enslin, Theodor Christian Friedrich ; http://d-nb.info/gnd/116590394",,1825,1825,"VI, 249 Seiten, 5 ungezählte gefaltete Blätter",5 Karten,,5,8°,5 Karten in Kupferstich. - Fußnoten ; Einfache Zierleisten im Text,Bibliografischer Nachweis:,"Seite III-VI: Vorrede des Verfassers, Datum 16.06.1823",,ger,rus,Aus dem Russischen übersetzt $ In Fraktur,,,,"Horn, W. O. <<von>> ; http://d-nb.info/gnd/10427882X",,,,,,Reisebericht $ Briefsammlung,,,Reise ; Krim ; Geschichte 1820,TravelogueD19 Europa $ TravelogueD19 Orient,,72.Cc.135 PRUNK,ZALT,
AC10141916,AC10141916,990033043280603338,http://data.onb.ac.at/ABO/%2BZ168050403,Z168050403,"Müller, Friedrich",,,"Denkwürdigkeiten Aus Griechenland In Den Jahren 1827 Und 1828, Besonders In Militärischer Beziehung $ Aus Den Papieren Des Ehemaligen Majors Und Commandanten Der Palamedesburg Bey Nauplia (Napoli Di Romania), Friedrich Müller's Aus Alfdorf; Vom Verfasser Selbst Dem Grafen Von Mülinen Zugeeignet; Nebst Einer, Vom Baierischen Oberlieutenant Von Schilchen Entworfenen Karte Der Umgebung Athen's. Herausgegeben Von P. O. Brönsted. Kön. Dän. Geheimen-Legationsrathe",,,Paris,Paris ; http://d-nb.info/gnd/4044660-8,Paris ; http://d-nb.info/gnd/4044660-8,Gedruckt Bei A. Firmin Didot Frères,Firmin-Didot Frères ; http://d-nb.info/gnd/6147272-4,Firmin-Didot Frères ; http://d-nb.info/gnd/6147272-4,1833,1833,"VIII, 89 Seiten, 1 ungezähltes gefaltetes Blatt Karte",1 Karte,,1,8°,1 Karte in Lithografie,,,,ger,,In Antiqua,,,"Brøndsted, Peter Oluf ; http://d-nb.info/gnd/104106549",,,,,,,,,,Griechenland ; Krieg ; Geschichte 1827 ; Osmanisches Reich ; Griechenland ; Reise ; Geschichte 1827-1828,TravelogueD19 Europa $ TravelogueD19 Orient,,61.M.71 PRUNK,ZALT,
